age,education-num,race,sex,capital-gain,capital-loss,hours-per-week,Probability
60,6,1,1,0,0,50,1
60,14,1,1,0,0,60,1
20,10,0,0,0,0,30,0
40,13,1,1,0,0,45,1
30,12,1,1,0,0,38,0
20,10,1,0,0,0,29,0
20,9,1,1,0,0,38,0
30,12,1,1,0,0,45,0
20,11,0,1,0,0,40,0
60,9,0,1,0,0,40,0
40,6,0,1,0,0,40,0
70,6,1,1,0,0,5,0
30,9,1,1,0,0,40,0
20,11,1,0,0,0,34,0
19,10,1,0,0,0,40,0
40,7,1,1,0,0,47,0
20,13,1,1,7688,0,45,1
20,13,1,0,0,0,20,0
19,10,1,0,0,0,25,0
30,9,1,0,0,0,38,0
40,9,1,1,0,0,50,1
40,10,1,1,0,0,40,0
40,14,1,1,0,0,35,1
50,9,1,0,0,1876,38,0
50,9,1,0,0,0,40,0
20,10,1,0,0,0,35,0
30,10,1,1,0,0,48,0
20,1,1,1,0,0,40,0
20,15,1,0,4787,0,40,1
20,9,1,1,0,0,40,0
20,9,1,1,0,0,40,0
60,9,1,1,0,0,45,0
40,9,0,1,5013,0,50,0
40,9,1,0,0,0,35,1
50,7,1,1,0,0,70,1
20,9,1,1,0,0,40,0
30,11,1,1,3103,0,50,1
40,9,1,1,0,0,55,0
30,6,0,1,0,0,50,0
30,12,1,1,6849,0,80,0
20,9,1,1,0,0,60,0
20,14,1,0,0,0,40,0
40,13,1,1,0,0,40,1
20,9,1,1,4865,0,35,0
20,10,1,1,0,0,35,0
50,9,1,1,0,1848,40,1
60,9,1,1,0,0,25,0
30,9,1,1,0,0,40,0
19,9,1,1,0,0,40,0
40,13,0,0,0,0,40,0
30,14,0,1,0,0,40,0
30,13,0,1,0,0,60,0
20,10,1,1,0,0,35,0
30,14,1,1,15024,0,40,1
20,10,1,1,0,0,40,0
40,10,1,0,0,0,40,0
50,9,1,0,0,0,60,0
30,11,0,0,0,0,40,0
50,13,1,1,0,0,50,0
30,5,1,1,0,0,32,0
40,13,0,0,0,0,5,0
20,14,1,0,0,0,40,0
20,13,1,0,0,0,40,0
40,14,1,1,0,0,40,0
20,10,1,0,0,0,35,0
30,9,0,1,0,0,40,0
30,7,1,1,0,0,40,0
30,11,1,0,0,0,45,0
30,15,1,0,0,0,32,0
40,12,1,0,0,0,10,0
20,13,1,0,0,0,40,0
50,12,1,1,0,0,55,1
60,4,1,1,0,0,40,0
50,10,1,1,0,0,30,0
30,9,1,1,0,0,50,0
30,10,1,0,0,0,20,0
18,7,1,0,594,0,30,0
40,10,1,1,0,0,40,0
20,13,1,1,0,0,40,0
40,10,1,1,0,0,40,1
40,10,0,0,0,0,35,0
60,13,1,1,0,0,70,0
18,9,1,0,0,0,40,0
20,13,1,1,0,0,40,0
18,6,1,0,0,1719,16,0
30,10,1,1,0,0,40,0
40,13,1,1,0,0,40,1
30,12,0,1,0,0,50,1
40,9,1,0,0,0,45,0
70,9,1,1,0,0,10,0
40,9,1,1,0,1669,40,0
50,15,1,1,0,0,60,1
40,11,1,1,0,0,52,1
20,10,1,1,0,0,40,0
30,9,1,0,0,0,37,0
30,9,1,1,3325,0,40,0
40,10,1,1,0,0,44,1
40,10,1,0,0,0,40,0
30,9,1,1,0,0,15,0
20,9,1,1,0,0,40,0
40,10,1,0,0,0,25,0
60,9,1,0,0,0,12,0
30,9,1,1,0,0,60,0
40,10,1,1,0,0,40,0
20,9,1,1,0,0,40,0
50,11,1,1,0,0,40,1
50,10,1,0,0,0,39,0
40,13,1,1,0,0,40,0
17,6,1,0,0,0,18,0
50,9,0,1,2105,0,20,0
40,14,1,0,0,0,40,0
50,9,1,1,0,0,48,1
18,7,1,0,0,0,12,0
20,10,1,1,0,0,15,0
30,13,1,0,0,0,40,1
20,4,1,1,0,0,40,0
30,14,1,1,0,0,50,1
30,9,1,1,0,0,40,0
20,9,1,0,0,0,50,0
20,10,1,1,0,0,40,0
40,9,0,1,0,0,40,0
20,9,1,1,0,0,50,0
40,13,1,0,0,0,40,0
20,13,0,1,0,0,20,0
40,10,1,0,0,0,38,0
40,13,1,1,0,1902,37,1
30,9,1,1,0,0,20,0
60,13,1,1,0,0,40,1
40,4,1,1,0,0,50,0
20,10,1,1,0,0,40,0
19,9,1,1,0,0,32,0
20,13,1,1,0,0,50,0
20,10,0,1,0,0,50,0
40,14,1,1,0,0,40,0
30,16,1,1,0,0,40,0
50,10,1,1,0,0,32,0
40,13,1,1,0,1902,40,1
20,9,1,0,0,0,35,0
40,7,1,1,0,0,60,1
30,10,0,0,0,0,40,0
20,10,1,1,0,2339,43,0
60,9,1,0,0,0,40,0
30,9,1,1,0,0,40,0
30,14,1,1,0,0,45,1
30,13,1,0,0,0,50,0
40,9,1,1,3103,0,60,1
40,14,1,0,0,0,35,0
50,9,1,1,3103,0,52,1
30,9,1,1,0,0,56,0
40,10,1,0,0,0,38,0
20,9,1,0,0,0,40,0
40,9,1,0,0,0,40,0
50,11,1,0,0,0,45,0
60,9,1,1,0,0,60,0
40,13,1,1,0,0,50,1
70,9,1,1,0,0,32,0
20,10,1,0,0,0,55,0
30,9,1,1,0,0,48,1
40,9,1,1,0,0,40,0
30,10,1,0,0,0,40,0
50,4,1,1,0,0,40,0
40,9,1,1,0,1902,40,1
40,12,1,1,0,0,40,0
30,10,1,1,0,0,55,0
50,10,0,0,0,0,40,0
50,12,1,0,0,0,50,0
40,5,0,1,0,0,84,0
40,9,1,0,0,0,40,0
50,14,1,1,7298,0,35,1
30,6,1,1,0,0,48,0
30,8,0,0,0,0,40,0
20,10,1,1,0,0,30,0
20,10,1,0,0,0,40,0
30,9,1,0,0,0,35,0
20,9,1,1,0,0,35,0
19,10,1,0,0,0,12,0
30,7,1,1,0,0,40,0
70,13,1,1,0,0,40,0
20,9,1,1,0,0,20,0
20,10,0,1,0,0,25,0
40,10,1,1,0,0,50,1
30,9,1,1,0,0,40,1
30,13,1,0,0,0,50,1
30,10,1,0,7298,0,32,1
30,10,1,0,0,0,40,0
60,11,1,0,0,0,24,0
20,13,1,1,0,0,28,0
20,13,1,1,0,0,50,1
50,10,1,1,0,0,50,1
40,9,1,1,0,0,85,0
40,14,1,0,0,0,60,1
30,9,1,0,0,0,20,0
60,10,1,1,0,0,40,0
30,9,0,1,0,0,40,0
20,9,1,1,0,0,40,0
40,10,1,0,0,0,48,0
19,10,0,0,0,0,36,0
30,8,1,1,0,0,60,1
20,9,1,1,0,0,48,0
20,8,0,1,0,0,40,0
20,13,1,0,0,0,40,0
40,13,1,1,0,0,40,1
30,10,1,1,0,0,40,1
40,14,1,1,0,0,50,1
20,13,1,1,0,0,53,0
30,9,1,1,0,0,45,0
30,9,1,1,0,0,75,0
50,7,1,1,0,0,40,0
17,6,1,1,0,0,8,0
40,13,1,1,0,0,60,0
30,9,1,1,0,0,50,0
40,13,0,0,0,0,40,0
20,7,0,1,0,0,40,0
70,10,1,1,0,0,16,0
30,13,1,1,0,0,50,1
60,13,1,1,0,0,35,0
70,4,1,1,0,0,20,0
50,14,1,1,0,0,1,0
20,9,0,0,0,0,40,0
30,9,1,1,0,0,60,0
30,14,1,0,0,0,35,0
30,9,0,1,0,2339,47,0
70,6,0,1,3818,0,30,0
60,4,1,1,0,0,40,1
30,13,1,1,0,0,50,0
40,11,1,1,0,0,35,0
60,13,1,1,0,0,40,1
30,13,1,1,0,0,40,0
30,5,1,1,0,0,45,0
30,14,0,0,0,0,20,0
40,7,1,1,0,0,40,0
70,14,1,1,9386,0,4,1
30,16,1,1,0,0,50,1
30,9,1,1,0,0,50,0
30,11,1,1,0,0,40,0
30,14,1,1,0,0,40,1
19,10,1,0,14084,0,20,1
50,9,1,1,0,0,20,0
30,10,1,1,5178,0,50,1
30,9,1,1,0,0,40,1
20,9,1,0,0,0,50,0
30,9,0,1,0,0,40,0
20,9,1,0,0,0,35,0
20,9,1,1,0,0,60,0
40,10,1,1,0,0,50,0
30,9,1,1,0,0,40,0
20,10,1,1,0,0,40,0
30,9,1,1,0,0,45,0
20,13,1,0,0,0,6,0
20,10,0,0,0,0,40,0
50,13,1,0,0,0,40,1
20,13,1,1,0,0,40,0
30,12,1,1,0,0,99,1
20,5,0,1,0,0,55,0
20,9,1,0,0,0,24,0
50,9,1,0,0,0,40,0
30,15,1,1,0,1902,60,1
50,13,1,0,0,0,50,0
40,13,1,1,0,0,40,0
30,10,1,0,0,0,35,0
20,9,1,1,0,0,40,0
50,13,0,0,0,0,40,1
50,6,1,1,0,0,50,0
50,10,1,1,0,0,50,0
30,14,0,1,0,0,40,0
60,14,1,0,0,0,8,0
60,9,1,1,0,0,40,0
30,9,0,1,0,0,40,0
20,9,1,1,0,0,60,0
30,9,1,0,0,0,42,0
30,13,1,1,0,1887,40,1
30,4,1,1,0,0,35,0
20,10,0,0,0,0,30,0
40,9,1,1,0,0,40,1
20,10,1,0,0,0,25,0
50,11,1,0,2202,0,44,0
20,6,1,1,0,0,50,0
20,13,1,1,0,0,40,0
60,9,1,1,0,0,40,1
60,10,1,1,0,0,40,0
50,10,0,1,0,0,40,0
20,9,1,1,0,0,30,0
30,13,1,1,7688,0,60,1
20,10,1,1,0,0,40,0
40,9,1,1,0,0,55,0
60,10,1,0,0,0,37,0
40,14,1,1,0,0,23,1
17,9,1,0,0,0,5,0
30,9,0,0,0,0,35,0
30,10,0,0,0,0,40,0
50,12,1,0,0,0,52,0
30,13,1,1,0,0,35,1
30,13,1,1,0,0,40,0
30,9,1,1,0,0,40,0
50,14,1,1,0,0,8,1
30,10,1,0,0,0,40,0
60,9,0,0,0,0,20,0
20,9,1,1,0,0,40,0
50,13,1,1,0,1902,40,1
19,10,1,1,2176,0,35,0
30,12,0,1,0,0,40,1
30,13,1,1,0,0,20,0
20,9,1,0,0,0,40,0
20,13,1,0,0,0,40,0
30,14,1,0,0,0,30,1
20,9,1,1,0,0,40,0
20,13,0,0,0,0,37,0
50,7,0,0,5455,0,40,0
20,9,1,0,3418,0,32,0
30,13,1,1,0,0,40,0
20,9,1,0,0,0,40,0
40,9,1,1,0,0,60,1
50,10,1,1,7298,0,40,1
30,9,1,0,0,0,40,0
30,12,1,0,0,0,40,0
40,12,1,0,0,0,40,1
20,7,1,1,0,0,35,0
30,9,1,0,0,0,40,0
20,9,1,0,0,0,35,0
60,10,1,1,0,0,40,1
40,9,1,0,0,0,40,0
19,10,0,1,0,0,30,0
20,10,1,1,0,0,10,0
30,10,0,1,0,0,45,0
70,11,1,0,11678,0,38,1
50,9,0,1,0,0,40,0
20,9,1,0,0,0,40,0
40,10,1,1,0,0,40,1
20,13,1,1,0,1887,50,1
20,10,1,0,0,0,40,0
30,11,1,0,7298,0,45,1
30,9,1,1,0,0,40,0
40,7,1,1,0,0,50,0
19,8,1,1,0,0,40,0
40,4,1,0,0,0,30,0
20,9,1,1,0,0,20,0
20,9,1,0,0,0,40,0
18,7,1,0,0,0,15,0
50,13,1,1,0,0,72,1
60,9,1,0,0,0,21,0
40,6,1,1,0,0,45,0
50,14,1,0,0,0,50,0
30,9,1,1,0,0,40,0
30,13,1,1,0,0,42,0
30,14,1,1,0,0,65,0
30,13,1,1,0,0,50,1
30,13,1,1,0,0,60,0
20,10,1,0,0,0,25,0
30,2,1,1,0,0,35,0
40,10,1,1,13550,0,45,1
20,9,1,1,0,0,40,0
20,9,1,1,0,0,40,0
30,10,1,1,0,0,40,0
40,10,1,0,6849,0,43,0
20,6,1,0,0,0,40,0
30,10,1,0,0,0,60,0
50,9,1,1,0,0,45,1
50,10,1,1,0,0,60,0
20,9,1,1,0,0,42,0
20,10,1,1,0,1719,40,0
30,9,1,1,0,0,40,1
20,10,1,1,0,0,20,0
60,9,1,0,0,0,40,0
40,13,1,1,0,0,40,0
30,10,1,1,0,0,40,0
20,7,1,0,0,0,36,0
20,10,1,0,0,0,35,0
30,13,0,1,0,0,35,0
60,9,1,0,0,0,30,0
30,9,1,1,0,0,45,1
30,9,0,0,0,0,40,0
40,10,1,1,3103,0,40,1
40,9,1,0,0,0,45,0
50,9,1,0,0,0,40,0
30,11,1,1,99999,0,40,1
20,9,0,0,0,0,40,0
60,9,1,0,0,0,40,0
50,10,1,1,7298,0,40,1
40,9,1,1,0,0,40,0
70,10,1,1,0,1429,40,0
30,13,1,1,0,0,70,1
20,10,1,1,0,0,50,0
30,9,1,1,0,0,40,0
18,8,1,1,0,0,4,0
40,10,1,1,0,0,40,1
19,10,1,0,0,0,25,0
20,9,1,1,0,0,40,0
40,13,1,1,0,0,40,1
50,9,1,1,0,0,40,1
20,6,1,1,0,0,75,0
20,13,1,1,0,0,35,0
50,13,1,0,0,0,40,0
40,9,1,1,0,0,60,0
20,14,1,1,0,0,45,0
30,9,1,1,3325,0,40,0
40,10,1,1,7688,0,45,1
30,7,0,0,0,0,40,0
30,9,1,0,0,0,40,0
20,9,1,1,0,0,25,0
20,14,1,1,0,0,40,0
40,9,1,1,0,0,35,0
20,9,0,0,0,0,40,0
40,10,1,1,0,0,45,1
30,9,0,1,0,0,40,0
30,9,1,1,0,0,40,0
40,3,1,1,0,0,30,0
20,10,1,1,0,0,25,0
30,11,1,0,0,0,35,0
30,9,1,1,0,0,45,0
30,9,1,1,0,0,38,0
70,4,1,1,0,0,50,0
20,9,1,1,0,0,43,0
30,13,1,1,0,0,40,0
40,13,1,1,0,0,50,1
20,10,1,1,0,0,60,0
20,9,1,0,0,2001,40,0
20,9,1,1,0,0,40,0
50,11,1,1,0,0,40,0
40,9,0,1,0,0,55,0
40,7,0,0,0,0,40,0
40,9,1,1,0,0,40,0
20,13,1,0,3325,0,25,0
40,9,1,1,0,0,40,1
20,9,1,1,0,0,30,0
40,10,1,1,0,1485,50,0
20,11,1,1,0,0,50,0
40,10,1,1,0,0,40,0
40,9,1,1,0,0,2,0
20,10,0,0,0,0,40,0
17,7,1,1,0,0,25,0
60,9,1,0,0,0,40,0
20,13,1,0,0,0,20,0
30,9,1,1,0,0,45,1
40,13,0,0,0,0,44,1
30,4,1,1,0,0,50,0
30,13,1,1,0,0,48,0
20,10,1,1,0,0,40,0
30,9,1,0,0,0,30,0
40,9,1,1,0,0,45,1
20,9,1,1,0,0,40,0
30,9,1,1,0,0,45,1
70,6,1,0,0,0,40,0
40,13,1,1,7688,0,50,1
20,6,1,1,0,0,10,0
20,10,1,0,0,0,35,0
40,10,1,1,0,0,40,0
20,3,1,1,0,0,35,0
40,13,0,1,0,0,40,1
30,10,1,1,0,0,40,0
20,9,1,0,0,0,35,0
19,9,1,1,0,0,40,0
50,9,1,1,0,0,40,1
50,13,1,1,0,0,20,1
20,10,1,0,0,0,20,0
50,9,1,0,0,0,45,1
20,8,1,1,0,0,30,0
40,11,1,1,0,1902,42,1
20,10,1,0,0,0,20,0
20,12,1,0,0,0,37,0
40,10,0,1,0,0,40,0
40,7,0,0,0,0,35,0
30,9,1,1,0,0,40,0
30,9,1,1,0,0,40,0
40,14,1,0,10520,0,60,1
20,10,1,1,0,0,30,0
40,13,1,1,0,0,40,1
30,9,1,1,0,0,60,0
60,16,1,0,0,0,40,1
40,14,1,0,0,0,65,1
40,12,1,1,0,0,60,1
20,10,1,1,0,0,40,0
30,12,1,0,0,0,20,0
50,6,1,1,0,0,40,0
30,10,1,1,0,1980,55,0
50,11,1,1,0,0,45,1
50,10,1,1,0,1504,40,0
40,9,0,1,14344,0,40,1
20,10,1,0,0,0,32,0
30,13,1,1,0,0,50,1
40,11,1,1,0,0,40,0
40,14,1,0,0,0,70,0
40,6,1,1,0,0,40,0
70,4,1,0,0,0,7,0
20,10,1,0,0,0,18,0
30,13,1,1,0,0,45,1
60,13,1,0,0,0,35,0
40,9,0,1,0,0,45,1
18,7,1,1,0,0,20,0
60,14,1,0,7978,0,40,0
18,10,1,0,0,0,40,0
30,10,0,0,0,0,44,0
50,15,1,1,15024,0,45,1
30,10,1,0,0,0,40,1
30,6,0,0,0,0,40,0
20,11,1,1,0,0,40,0
40,9,1,1,0,0,40,0
50,11,1,0,0,0,13,0
40,9,1,1,0,0,70,0
20,10,1,0,0,0,38,0
60,9,1,1,0,0,50,0
50,5,1,1,0,0,24,0
40,4,1,1,0,0,10,0
20,13,1,1,0,0,40,0
20,9,1,1,0,0,40,0
40,11,1,0,0,0,50,0
40,13,1,1,0,0,65,1
40,10,1,1,0,1887,40,1
30,13,1,1,0,0,60,1
20,14,1,1,0,0,40,0
20,7,0,1,0,0,40,1
60,9,1,0,0,0,15,0
50,9,1,1,0,0,40,0
40,16,1,0,0,0,29,0
50,13,1,1,0,1902,48,1
20,9,1,0,0,0,40,0
40,14,1,1,0,1977,60,1
30,9,1,1,0,0,40,0
50,9,1,0,7298,0,40,1
50,9,1,0,0,0,40,0
19,9,1,1,0,0,10,0
30,11,1,1,0,0,40,0
19,10,1,0,0,0,20,0
20,14,1,1,0,0,25,0
30,10,1,0,0,0,30,1
20,13,1,0,0,0,50,0
50,10,1,1,0,0,84,0
40,9,1,1,0,0,50,0
20,10,1,1,0,0,40,0
40,10,1,1,0,0,45,1
50,9,1,1,0,0,40,1
30,9,0,0,0,0,40,0
30,12,1,1,0,0,40,0
40,4,1,1,0,0,40,0
20,5,1,0,0,0,24,0
30,14,1,1,99999,0,50,1
18,9,1,1,0,0,15,0
20,5,1,1,0,0,30,0
50,9,1,1,0,0,45,1
50,9,1,1,0,0,20,1
50,9,1,0,0,0,38,0
40,14,1,0,0,0,40,1
30,3,1,1,0,0,40,0
20,13,1,0,0,0,40,0
20,10,1,1,0,0,40,0
70,3,1,1,0,0,32,0
20,3,1,1,0,0,52,0
20,9,1,0,0,0,40,1
40,11,1,1,3103,0,32,1
18,10,1,0,0,0,26,0
40,12,1,1,7298,0,40,1
40,13,1,1,0,0,45,0
50,9,1,0,0,0,30,0
30,10,0,1,0,0,14,0
50,4,0,1,0,0,40,0
50,6,1,1,0,0,50,1
40,10,1,1,0,1617,35,0
20,9,1,1,0,1741,40,0
20,10,1,1,0,0,10,0
50,10,1,1,0,0,56,0
30,14,0,0,0,0,40,0
20,12,1,1,0,0,45,0
19,7,1,1,0,0,20,0
30,9,1,1,2174,0,40,0
50,12,1,1,0,0,55,1
30,7,1,0,0,0,36,0
20,10,1,1,0,0,40,0
30,7,1,1,0,0,40,0
50,9,1,0,0,0,35,0
30,12,1,0,0,0,40,0
30,9,1,1,0,2051,40,0
30,9,1,1,0,0,43,0
20,9,0,1,0,0,30,0
20,11,1,1,0,0,40,0
20,9,1,0,0,0,40,0
20,9,1,0,0,0,40,0
50,9,1,1,0,0,40,0
60,9,0,1,0,0,5,0
20,10,0,0,0,0,20,0
30,6,0,0,0,0,30,0
50,11,1,1,0,0,40,1
50,10,1,0,0,2205,40,0
30,10,1,1,0,1980,80,0
30,9,1,1,0,0,8,0
30,13,1,1,0,1902,32,1
60,9,1,0,0,0,40,0
40,9,1,0,0,0,40,0
30,15,1,0,15024,0,50,1
20,13,1,1,0,0,42,0
30,9,1,0,0,0,40,0
40,13,1,1,0,0,40,1
50,13,0,0,0,0,35,0
20,10,1,1,0,0,50,0
30,9,1,1,0,0,99,0
20,10,1,1,4101,0,40,0
40,10,1,1,0,0,40,1
30,9,1,1,0,0,40,1
60,10,1,1,0,0,40,0
50,6,1,1,0,0,40,0
50,4,1,1,0,0,40,0
50,1,1,1,0,0,16,0
40,4,1,1,0,0,44,0
40,13,1,1,0,0,30,0
30,15,0,1,15024,0,75,1
40,10,1,0,0,0,43,0
30,9,1,0,0,0,25,0
60,9,1,0,0,0,35,0
50,9,0,0,0,0,40,0
30,13,1,1,0,0,40,1
70,6,1,0,0,0,40,0
30,13,1,1,0,0,40,1
40,15,1,1,0,0,60,0
20,12,1,1,0,0,40,0
40,10,1,1,0,0,15,0
30,10,1,0,0,0,6,0
70,4,1,1,0,0,40,0
30,9,1,0,0,0,20,0
17,6,1,1,0,0,25,0
50,13,1,1,0,0,44,1
40,13,1,1,5013,0,45,0
30,13,1,0,0,323,40,0
17,7,1,1,0,0,20,0
20,10,1,1,0,0,25,1
40,10,1,0,0,0,40,0
40,10,1,1,0,1887,40,1
20,9,1,1,0,0,40,0
40,14,1,0,0,0,40,0
20,9,1,1,3137,0,45,0
30,8,1,0,0,0,35,0
50,9,1,1,0,0,19,0
30,11,1,1,0,0,35,0
40,8,0,0,0,0,40,0
20,9,1,0,0,0,70,0
30,10,1,1,0,0,98,0
20,12,1,0,0,0,52,0
20,9,1,0,0,0,30,0
20,10,1,0,0,0,40,0
20,11,1,0,0,0,40,0
30,9,0,0,0,0,37,0
40,12,1,1,0,0,55,0
30,12,1,1,0,0,42,0
50,11,1,1,0,0,40,0
17,5,1,1,0,0,40,0
60,13,0,0,0,0,20,0
40,9,1,0,0,0,40,0
60,14,1,0,8614,0,45,1
60,13,1,0,0,0,8,0
50,9,1,1,0,0,50,0
20,9,1,1,0,2205,45,0
60,4,1,1,0,0,50,0
70,9,1,0,0,0,20,0
50,9,1,1,0,0,40,0
20,9,1,1,0,0,60,0
50,13,1,0,0,0,40,0
30,9,1,1,0,0,40,0
40,10,0,0,0,0,20,0
30,13,1,1,0,0,55,0
50,10,1,1,0,0,40,0
20,9,1,1,0,0,60,0
19,10,1,0,0,0,10,0
30,13,1,1,0,0,45,1
40,9,1,0,0,0,40,0
40,16,1,1,0,0,50,1
30,7,1,1,0,0,45,1
20,10,1,1,3137,0,50,0
20,9,0,0,0,1721,40,0
30,8,1,0,0,0,40,0
30,7,1,1,0,0,40,0
30,10,1,1,0,0,40,0
20,10,1,1,0,0,40,0
17,7,1,1,0,1602,15,0
40,11,1,1,0,0,35,0
40,10,1,1,0,0,40,1
40,14,1,1,0,0,60,1
20,13,1,1,0,0,40,0
50,9,1,0,0,0,40,0
40,9,1,0,0,0,30,0
30,9,1,1,0,0,50,1
30,10,1,1,7298,0,55,1
40,13,1,1,7688,0,45,1
40,3,1,0,0,0,40,0
60,9,1,1,0,1573,25,0
30,9,1,1,0,0,18,0
20,10,0,0,0,0,45,0
40,13,1,1,0,0,80,1
18,8,1,0,0,0,20,0
20,10,0,0,0,0,40,0
40,9,1,1,0,0,55,0
40,9,1,1,0,0,50,0
30,9,1,0,0,0,43,0
30,9,1,0,0,0,35,0
18,9,1,0,0,0,10,0
60,4,0,1,0,0,40,0
50,9,1,0,0,0,38,0
30,11,1,0,7688,0,55,1
30,6,1,1,0,0,40,0
50,9,1,0,0,0,35,0
40,14,1,1,0,1977,42,1
20,10,1,1,0,0,40,0
50,9,1,1,0,0,84,0
60,10,1,1,0,0,20,0
20,13,1,0,0,0,30,0
50,11,1,0,0,0,47,0
20,10,1,0,0,0,40,0
30,11,1,1,0,0,50,1
50,9,1,1,0,0,55,0
18,7,1,0,0,0,6,0
20,2,1,0,0,0,40,0
30,9,1,0,0,0,40,0
40,10,1,1,0,0,40,0
30,14,1,1,0,0,40,1
30,9,1,1,0,0,50,0
40,10,1,0,0,0,40,0
20,8,1,1,0,0,40,0
40,9,1,1,0,0,55,1
50,9,1,1,0,0,40,0
20,10,1,0,0,0,10,0
30,13,1,1,15024,0,65,1
20,10,1,1,0,0,45,0
60,10,1,0,0,0,43,0
20,9,1,0,0,0,35,0
50,12,1,1,13550,0,40,1
50,6,0,1,0,0,45,0
40,14,1,1,0,2415,60,1
70,9,1,1,0,3175,15,0
40,13,1,1,0,0,40,1
20,10,1,1,7298,0,60,1
30,10,1,1,0,0,55,0
20,11,1,1,0,0,60,0
20,9,1,1,0,0,35,0
30,9,0,1,0,0,40,0
20,4,1,1,0,0,20,0
50,10,1,1,0,0,40,0
70,9,1,1,0,1668,77,0
20,13,0,0,0,0,35,0
20,10,0,0,0,0,10,0
50,14,1,1,0,0,40,1
40,9,1,1,0,0,32,0
30,2,1,1,0,0,70,0
20,10,1,1,0,2472,40,1
70,4,1,1,0,0,20,0
40,9,1,0,0,0,40,1
18,9,0,0,0,0,40,0
20,13,1,0,0,0,40,0
40,5,1,1,0,0,20,0
30,9,1,1,0,0,40,0
50,10,1,1,0,0,48,0
50,7,1,0,0,0,40,0
30,9,1,1,0,0,40,0
20,13,1,0,0,0,45,0
30,9,1,1,0,0,40,1
20,6,1,1,0,0,25,0
40,14,1,1,0,0,50,1
30,10,1,0,0,0,44,0
50,11,1,1,99999,0,75,1
30,6,0,0,0,0,30,0
20,9,1,1,0,0,40,0
50,14,1,1,0,0,62,1
20,10,1,1,2202,0,45,0
70,10,1,0,0,0,16,0
20,9,1,1,0,0,40,0
50,9,1,1,0,0,40,0
50,9,1,0,0,0,50,0
20,10,1,1,0,0,5,0
20,13,1,0,0,0,55,0
17,8,1,1,0,0,18,0
20,13,1,1,0,0,52,0
20,13,1,1,0,0,20,0
30,9,0,1,0,0,45,1
20,9,0,0,0,0,40,0
20,6,1,1,0,0,30,0
20,9,0,1,0,0,40,0
20,10,1,0,0,0,45,0
20,10,1,1,0,0,24,0
50,9,0,0,0,0,40,0
20,9,1,1,0,0,96,0
30,13,1,1,0,0,40,0
30,9,0,1,0,0,40,0
19,5,1,1,0,0,45,0
18,9,1,1,0,0,40,0
30,7,0,0,0,0,32,0
20,9,1,0,0,0,40,0
20,10,1,1,0,0,30,0
40,4,1,1,0,0,40,0
30,14,1,1,0,0,60,1
30,13,1,1,0,0,60,0
30,9,1,1,0,1669,40,0
40,11,1,1,0,0,40,0
30,14,1,1,0,0,40,0
30,13,1,1,3908,0,40,0
50,13,0,1,3325,0,40,0
30,7,0,0,0,0,40,0
20,9,1,1,0,0,37,0
40,10,1,1,0,0,50,0
40,9,0,0,0,0,50,0
19,9,1,1,0,0,44,0
18,7,1,1,0,0,8,0
30,9,0,1,0,0,38,0
20,9,1,1,0,0,40,0
20,8,1,1,0,0,40,0
50,10,1,0,0,0,99,0
20,9,1,1,0,0,40,0
30,10,1,0,0,0,45,1
40,14,1,0,0,0,50,1
40,13,1,1,0,0,45,0
60,10,1,1,0,0,48,0
20,9,1,1,0,0,50,0
40,9,1,1,0,0,40,0
20,10,1,1,0,0,20,0
30,13,1,1,15024,0,50,1
40,10,1,1,0,0,40,1
18,9,1,1,0,0,30,0
60,6,1,0,0,0,16,0
40,12,1,0,0,0,70,0
30,9,0,1,0,0,18,0
30,9,1,1,0,0,60,1
50,13,1,1,0,0,50,1
20,9,1,0,0,0,40,0
20,9,0,1,0,0,20,0
20,9,1,1,0,0,30,0
40,9,1,1,0,0,40,0
40,14,1,1,0,0,16,0
60,13,1,1,0,0,10,0
30,9,1,1,0,0,50,0
20,13,1,0,0,0,40,0
50,13,1,1,0,0,35,0
20,11,1,1,0,0,50,0
30,13,1,1,0,0,45,0
40,9,1,1,0,0,40,0
17,8,1,1,0,0,15,0
30,13,1,0,0,0,72,0
20,13,1,0,0,0,40,0
40,15,1,1,99999,0,50,1
30,9,1,1,0,0,45,0
30,13,1,1,10520,0,40,1
17,7,1,0,0,0,25,0
60,14,1,0,0,0,40,1
50,9,1,1,0,0,40,0
50,9,1,1,0,0,51,0
30,11,0,1,0,0,42,0
40,10,0,1,0,0,40,0
40,14,0,1,0,0,65,0
19,6,1,1,0,0,20,0
18,9,1,1,0,0,20,0
20,13,0,0,0,0,40,0
20,9,0,0,0,0,35,0
30,13,1,1,0,0,40,1
30,5,1,1,0,0,65,0
30,9,1,1,0,0,60,0
19,10,1,0,0,0,30,0
30,12,1,1,0,0,45,0
18,9,1,0,0,1602,35,0
30,9,1,0,0,0,40,0
30,11,1,0,0,0,34,1
50,13,1,1,0,0,50,1
20,10,0,0,0,0,30,0
40,16,1,0,0,0,23,0
20,13,1,1,0,0,40,0
50,9,0,1,0,0,52,1
18,9,1,0,0,0,20,0
70,6,1,1,0,0,15,0
50,9,1,0,15024,0,24,1
40,13,1,1,0,0,65,1
30,10,0,1,0,0,40,1
20,9,1,1,0,0,40,0
20,9,1,0,0,0,40,0
30,9,1,1,0,0,60,0
